dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1777-01-01,-1.945,5.0760000000000005,Århus,Denmark,57.05N,10.33E
1777-02-01,-2.423,5.382999999999999,Århus,Denmark,57.05N,10.33E
1777-03-01,0.7819999999999998,2.296,Århus,Denmark,57.05N,10.33E
1777-04-01,4.323,2.1790000000000003,Århus,Denmark,57.05N,10.33E
1777-05-01,11.902999999999999,3.951,Århus,Denmark,57.05N,10.33E
1777-06-01,14.448,3.3360000000000003,Århus,Denmark,57.05N,10.33E
1777-07-01,15.922,2.161,Århus,Denmark,57.05N,10.33E
1777-08-01,16.468,2.116,Århus,Denmark,57.05N,10.33E
1777-09-01,12.338,5.2829999999999995,Århus,Denmark,57.05N,10.33E
1777-10-01,7.8439999999999985,5.787000000000001,Århus,Denmark,57.05N,10.33E
1777-11-01,5.214,2.171,Århus,Denmark,57.05N,10.33E
1777-12-01,0.9940000000000001,2.02,Århus,Denmark,57.05N,10.33E
1778-01-01,-1.8630000000000002,3.0669999999999997,Århus,Denmark,57.05N,10.33E
1778-02-01,-0.922,4.9,Århus,Denmark,57.05N,10.33E
1778-03-01,1.3769999999999998,4.614,Århus,Denmark,57.05N,10.33E
1778-04-01,6.972,1.661,Århus,Denmark,57.05N,10.33E
1778-05-01,12.309,3.239,Århus,Denmark,57.05N,10.33E
1778-06-01,15.9,6.654,Århus,Denmark,57.05N,10.33E
1778-07-01,18.695,1.68,Århus,Denmark,57.05N,10.33E
1778-08-01,16.901999999999994,4.144,Århus,Denmark,57.05N,10.33E
1778-09-01,11.777,1.744,Århus,Denmark,57.05N,10.33E
1778-10-01,4.694,7.619,Århus,Denmark,57.05N,10.33E
1778-11-01,4.2959999999999985,4.907,Århus,Denmark,57.05N,10.33E
1778-12-01,3.7460000000000004,3.656,Århus,Denmark,57.05N,10.33E
1779-01-01,-0.23500000000000004,3.904,Århus,Denmark,57.05N,10.33E
1779-02-01,4.784999999999998,9.18,Århus,Denmark,57.05N,10.33E
1779-03-01,5.4270000000000005,5.023,Århus,Denmark,57.05N,10.33E
1779-04-01,8.104,4.082,Århus,Denmark,57.05N,10.33E
1779-05-01,12.093,2.22,Århus,Denmark,57.05N,10.33E
1779-06-01,14.922,4.376,Århus,Denmark,57.05N,10.33E
1779-07-01,17.891000000000005,2.6010000000000004,Århus,Denmark,57.05N,10.33E
1779-08-01,19.289,4.178999999999999,Århus,Denmark,57.05N,10.33E
1779-09-01,14.782,2.5639999999999996,Århus,Denmark,57.05N,10.33E
1779-10-01,10.599,4.244,Århus,Denmark,57.05N,10.33E
1779-11-01,4.231,2.76,Århus,Denmark,57.05N,10.33E
1779-12-01,0.19700000000000006,10.68,Århus,Denmark,57.05N,10.33E
1780-01-01,-3.069,5.885,Århus,Denmark,57.05N,10.33E
1780-02-01,-1.354,3.594,Århus,Denmark,57.05N,10.33E
1780-03-01,4.72,1.4509999999999998,Århus,Denmark,57.05N,10.33E
1780-04-01,5.386,3.26,Århus,Denmark,57.05N,10.33E
1780-05-01,11.492,2.783,Århus,Denmark,57.05N,10.33E
1780-06-01,14.213,5.843999999999999,Århus,Denmark,57.05N,10.33E
1780-07-01,17.245,2.7110000000000003,Århus,Denmark,57.05N,10.33E
1780-08-01,17.99,4.9830000000000005,Århus,Denmark,57.05N,10.33E
1780-09-01,13.050999999999998,4.289,Århus,Denmark,57.05N,10.33E
1780-10-01,8.931000000000001,2.7680000000000002,Århus,Denmark,57.05N,10.33E
1780-11-01,2.106,3.062,Århus,Denmark,57.05N,10.33E
1780-12-01,-0.09000000000000008,2.772,Århus,Denmark,57.05N,10.33E
1781-01-01,-1.272,8.667,Århus,Denmark,57.05N,10.33E
1781-02-01,0.19700000000000006,12.227,Århus,Denmark,57.05N,10.33E
1781-03-01,3.699,1.435,Århus,Denmark,57.05N,10.33E
1781-04-01,7.0939999999999985,3.1180000000000003,Århus,Denmark,57.05N,10.33E
1781-05-01,11.1,3.615,Århus,Denmark,57.05N,10.33E
1781-06-01,17.548000000000002,1.749,Århus,Denmark,57.05N,10.33E
1781-07-01,17.942,3.955,Århus,Denmark,57.05N,10.33E
1781-08-01,18.874000000000002,1.123,Århus,Denmark,57.05N,10.33E
1781-09-01,15.195,6.941,Århus,Denmark,57.05N,10.33E
1781-10-01,7.872999999999999,0.9690000000000001,Århus,Denmark,57.05N,10.33E
1781-11-01,4.508,2.6630000000000003,Århus,Denmark,57.05N,10.33E
1781-12-01,-0.411,7.718999999999999,Århus,Denmark,57.05N,10.33E
1782-01-01,0.9369999999999998,4.508,Århus,Denmark,57.05N,10.33E
1782-02-01,-1.641,9.692,Århus,Denmark,57.05N,10.33E
1782-03-01,-0.38299999999999995,2.529,Århus,Denmark,57.05N,10.33E
1782-04-01,4.148,5.21,Århus,Denmark,57.05N,10.33E
1782-05-01,9.212,4.537,Århus,Denmark,57.05N,10.33E
1782-06-01,15.107,3.787,Århus,Denmark,57.05N,10.33E
1782-07-01,16.601000000000006,5.667999999999999,Århus,Denmark,57.05N,10.33E
1782-08-01,16.008,3.4419999999999997,Århus,Denmark,57.05N,10.33E
1782-09-01,13.538,3.946,Århus,Denmark,57.05N,10.33E
1782-10-01,6.026999999999999,4.852,Århus,Denmark,57.05N,10.33E
1782-11-01,1.045,9.914,Århus,Denmark,57.05N,10.33E
1782-12-01,0.419,6.707000000000001,Århus,Denmark,57.05N,10.33E
1783-01-01,-1.0,10.542,Århus,Denmark,57.05N,10.33E
1783-02-01,1.3840000000000001,5.265,Århus,Denmark,57.05N,10.33E
1783-03-01,0.033999999999999815,3.2939999999999996,Århus,Denmark,57.05N,10.33E
1783-04-01,7.742999999999999,2.3369999999999997,Århus,Denmark,57.05N,10.33E
1783-05-01,12.142999999999999,6.358,Århus,Denmark,57.05N,10.33E
1783-06-01,16.75,2.6919999999999997,Århus,Denmark,57.05N,10.33E
1783-07-01,19.803,2.585,Århus,Denmark,57.05N,10.33E
1783-08-01,17.015,2.313,Århus,Denmark,57.05N,10.33E
1783-09-01,14.339,4.867,Århus,Denmark,57.05N,10.33E
1783-10-01,9.291,5.2989999999999995,Århus,Denmark,57.05N,10.33E
1783-11-01,3.58,3.3819999999999997,Århus,Denmark,57.05N,10.33E
1783-12-01,-0.8679999999999999,4.31,Århus,Denmark,57.05N,10.33E
1784-01-01,-4.596,12.055,Århus,Denmark,57.05N,10.33E
1784-02-01,-2.1319999999999997,9.633,Århus,Denmark,57.05N,10.33E
1784-03-01,-2.9150000000000005,5.997999999999999,Århus,Denmark,57.05N,10.33E
1784-04-01,3.449,9.076,Århus,Denmark,57.05N,10.33E
1784-05-01,11.536,2.89,Århus,Denmark,57.05N,10.33E
1784-06-01,14.818,2.824,Århus,Denmark,57.05N,10.33E
1784-07-01,16.1,5.705,Århus,Denmark,57.05N,10.33E
1784-08-01,15.206,8.111,Århus,Denmark,57.05N,10.33E
1784-09-01,12.755999999999998,6.218,Århus,Denmark,57.05N,10.33E
1784-10-01,6.455,5.837000000000001,Århus,Denmark,57.05N,10.33E
1784-11-01,4.407,3.1489999999999996,Århus,Denmark,57.05N,10.33E
1784-12-01,-1.4509999999999998,3.3569999999999998,Århus,Denmark,57.05N,10.33E
1785-01-01,-1.187,4.888999999999999,Århus,Denmark,57.05N,10.33E
1785-02-01,-3.429,6.837999999999999,Århus,Denmark,57.05N,10.33E
1785-03-01,-2.648,4.8389999999999995,Århus,Denmark,57.05N,10.33E
1785-04-01,4.388,4.287,Århus,Denmark,57.05N,10.33E
1785-05-01,9.315,5.295,Århus,Denmark,57.05N,10.33E
1785-06-01,15.629,6.149,Århus,Denmark,57.05N,10.33E
1785-07-01,16.714000000000002,4.819,Århus,Denmark,57.05N,10.33E
1785-08-01,15.291999999999998,4.251,Århus,Denmark,57.05N,10.33E
1785-09-01,12.645999999999999,1.8769999999999998,Århus,Denmark,57.05N,10.33E
1785-10-01,7.381,3.76,Århus,Denmark,57.05N,10.33E
1785-11-01,4.484,5.624,Århus,Denmark,57.05N,10.33E
1785-12-01,-0.6240000000000001,2.9019999999999997,Århus,Denmark,57.05N,10.33E
1786-01-01,-1.7519999999999998,3.2310000000000003,Århus,Denmark,57.05N,10.33E
1786-02-01,-1.113,2.7969999999999997,Århus,Denmark,57.05N,10.33E
1786-03-01,-2.562,7.755,Århus,Denmark,57.05N,10.33E
1786-04-01,6.005,4.6530000000000005,Århus,Denmark,57.05N,10.33E
1786-05-01,9.793,4.578,Århus,Denmark,57.05N,10.33E
1786-06-01,16.185000000000002,2.696,Århus,Denmark,57.05N,10.33E
1786-07-01,15.418,5.707999999999999,Århus,Denmark,57.05N,10.33E
1786-08-01,16.055999999999994,8.373,Århus,Denmark,57.05N,10.33E
1786-09-01,11.780999999999999,8.93,Århus,Denmark,57.05N,10.33E
1786-10-01,6.549,2.092,Århus,Denmark,57.05N,10.33E
1786-11-01,-0.5979999999999999,7.289,Århus,Denmark,57.05N,10.33E
1786-12-01,0.47200000000000003,3.3310000000000004,Århus,Denmark,57.05N,10.33E
1787-01-01,-0.14200000000000002,4.833,Århus,Denmark,57.05N,10.33E
1787-02-01,2.1300000000000003,4.752,Århus,Denmark,57.05N,10.33E
1787-03-01,3.679,4.633,Århus,Denmark,57.05N,10.33E
1787-04-01,4.598,3.4960000000000004,Århus,Denmark,57.05N,10.33E
1787-05-01,10.732999999999999,6.019,Århus,Denmark,57.05N,10.33E
1787-06-01,15.184,4.8469999999999995,Århus,Denmark,57.05N,10.33E
1787-07-01,16.066000000000006,8.261000000000001,Århus,Denmark,57.05N,10.33E
1787-08-01,15.262999999999998,6.4639999999999995,Århus,Denmark,57.05N,10.33E
1787-09-01,12.995,4.155,Århus,Denmark,57.05N,10.33E
1787-10-01,9.466000000000001,9.06,Århus,Denmark,57.05N,10.33E
1787-11-01,2.335,1.692,Århus,Denmark,57.05N,10.33E
1787-12-01,0.2469999999999999,4.94,Århus,Denmark,57.05N,10.33E
1788-01-01,0.544,2.1719999999999997,Århus,Denmark,57.05N,10.33E
1788-02-01,-2.351,7.354,Århus,Denmark,57.05N,10.33E
1788-03-01,-1.2110000000000003,4.502,Århus,Denmark,57.05N,10.33E
1788-04-01,6.999,4.587,Århus,Denmark,57.05N,10.33E
1788-05-01,11.606,2.6039999999999996,Århus,Denmark,57.05N,10.33E
1788-06-01,16.362000000000002,3.141,Århus,Denmark,57.05N,10.33E
1788-07-01,18.922,5.271,Århus,Denmark,57.05N,10.33E
1788-08-01,16.064,2.421,Århus,Denmark,57.05N,10.33E
1788-09-01,14.508,1.8869999999999998,Århus,Denmark,57.05N,10.33E
1788-10-01,7.145,3.391,Århus,Denmark,57.05N,10.33E
1788-11-01,3.133,3.285,Århus,Denmark,57.05N,10.33E
1788-12-01,-6.5920000000000005,5.08,Århus,Denmark,57.05N,10.33E
1789-01-01,-3.99,7.068,Århus,Denmark,57.05N,10.33E
1789-02-01,0.5619999999999999,4.585,Århus,Denmark,57.05N,10.33E
1789-03-01,-4.458,5.013999999999999,Århus,Denmark,57.05N,10.33E
1789-04-01,4.918,3.208,Århus,Denmark,57.05N,10.33E
1789-05-01,12.607000000000001,4.534,Århus,Denmark,57.05N,10.33E
1789-06-01,16.39,2.093,Århus,Denmark,57.05N,10.33E
1789-07-01,18.329,3.5439999999999996,Århus,Denmark,57.05N,10.33E
1789-08-01,18.097,1.92,Århus,Denmark,57.05N,10.33E
1789-09-01,14.469000000000001,1.786,Århus,Denmark,57.05N,10.33E
1789-10-01,9.398,4.598,Århus,Denmark,57.05N,10.33E
1789-11-01,4.329,1.314,Århus,Denmark,57.05N,10.33E
1789-12-01,4.851,2.437,Århus,Denmark,57.05N,10.33E
1790-01-01,2.2390000000000003,5.35,Århus,Denmark,57.05N,10.33E
1790-02-01,3.936,5.795,Århus,Denmark,57.05N,10.33E
1790-03-01,4.55,3.08,Århus,Denmark,57.05N,10.33E
1790-04-01,3.384,3.57,Århus,Denmark,57.05N,10.33E
1790-05-01,12.606,2.6660000000000004,Århus,Denmark,57.05N,10.33E
1790-06-01,14.578,2.9989999999999997,Århus,Denmark,57.05N,10.33E
1790-07-01,15.251,2.496,Århus,Denmark,57.05N,10.33E
1790-08-01,15.316999999999998,2.444,Århus,Denmark,57.05N,10.33E
1790-09-01,11.955,2.7030000000000003,Århus,Denmark,57.05N,10.33E
1790-10-01,7.2349999999999985,3.918,Århus,Denmark,57.05N,10.33E
1790-11-01,2.8110000000000004,2.015,Århus,Denmark,57.05N,10.33E
1790-12-01,1.63,9.871,Århus,Denmark,57.05N,10.33E
1791-01-01,3.315,8.372,Århus,Denmark,57.05N,10.33E
1791-02-01,2.012,2.517,Århus,Denmark,57.05N,10.33E
1791-03-01,3.957,4.663,Århus,Denmark,57.05N,10.33E
1791-04-01,7.2189999999999985,3.12,Århus,Denmark,57.05N,10.33E
1791-05-01,10.237,2.504,Århus,Denmark,57.05N,10.33E
1791-06-01,14.379,2.926,Århus,Denmark,57.05N,10.33E
1791-07-01,17.913,2.436,Århus,Denmark,57.05N,10.33E
1791-08-01,17.148,1.476,Århus,Denmark,57.05N,10.33E
1791-09-01,12.23,3.011,Århus,Denmark,57.05N,10.33E
1791-10-01,7.492999999999999,1.76,Århus,Denmark,57.05N,10.33E
1791-11-01,3.013,3.0460000000000003,Århus,Denmark,57.05N,10.33E
1791-12-01,0.40299999999999997,2.656,Århus,Denmark,57.05N,10.33E
1792-01-01,-1.492,6.082999999999999,Århus,Denmark,57.05N,10.33E
1792-02-01,-1.43,3.949,Århus,Denmark,57.05N,10.33E
1792-03-01,1.285,2.403,Århus,Denmark,57.05N,10.33E
1792-04-01,7.471999999999999,2.48,Århus,Denmark,57.05N,10.33E
1792-05-01,10.447,1.942,Århus,Denmark,57.05N,10.33E
1792-06-01,15.408,1.36,Århus,Denmark,57.05N,10.33E
1792-07-01,18.521,2.7430000000000003,Århus,Denmark,57.05N,10.33E
1792-08-01,16.656,2.2030000000000003,Århus,Denmark,57.05N,10.33E
1792-09-01,12.529000000000002,4.171,Århus,Denmark,57.05N,10.33E
1792-10-01,6.8870000000000005,2.6239999999999997,Århus,Denmark,57.05N,10.33E
1792-11-01,5.031000000000001,3.5639999999999996,Århus,Denmark,57.05N,10.33E
1792-12-01,1.547,3.597,Århus,Denmark,57.05N,10.33E
1793-01-01,-0.381,5.443,Århus,Denmark,57.05N,10.33E
1793-02-01,1.6710000000000005,5.995,Århus,Denmark,57.05N,10.33E
1793-03-01,1.717,4.494,Århus,Denmark,57.05N,10.33E
1793-04-01,5.364,2.9019999999999997,Århus,Denmark,57.05N,10.33E
1793-05-01,10.894,1.849,Århus,Denmark,57.05N,10.33E
1793-06-01,14.525,4.563,Århus,Denmark,57.05N,10.33E
1793-07-01,17.84,7.374,Århus,Denmark,57.05N,10.33E
1793-08-01,16.419999999999998,6.725,Århus,Denmark,57.05N,10.33E
1793-09-01,12.114,2.995,Århus,Denmark,57.05N,10.33E
1793-10-01,9.749,4.69,Århus,Denmark,57.05N,10.33E
1793-11-01,3.694,6.4879999999999995,Århus,Denmark,57.05N,10.33E
1793-12-01,0.9620000000000001,3.662,Århus,Denmark,57.05N,10.33E
1794-01-01,-0.07,6.5920000000000005,Århus,Denmark,57.05N,10.33E
1794-02-01,1.943,9.305,Århus,Denmark,57.05N,10.33E
1794-03-01,5.537999999999999,2.2,Århus,Denmark,57.05N,10.33E
1794-04-01,9.133,2.565,Århus,Denmark,57.05N,10.33E
1794-05-01,11.6,4.107,Århus,Denmark,57.05N,10.33E
1794-06-01,16.342000000000002,6.237,Århus,Denmark,57.05N,10.33E
1794-07-01,18.886000000000006,8.156,Århus,Denmark,57.05N,10.33E
1794-08-01,16.070999999999998,3.4160000000000004,Århus,Denmark,57.05N,10.33E
1794-09-01,12.202,3.339,Århus,Denmark,57.05N,10.33E
1794-10-01,8.689,3.5010000000000003,Århus,Denmark,57.05N,10.33E
1794-11-01,3.985,3.634,Århus,Denmark,57.05N,10.33E
1794-12-01,0.08200000000000007,3.279,Århus,Denmark,57.05N,10.33E
1795-01-01,-5.182,7.275,Århus,Denmark,57.05N,10.33E
1795-02-01,-2.934,9.577,Århus,Denmark,57.05N,10.33E
1795-03-01,-1.045,3.472,Århus,Denmark,57.05N,10.33E
1795-04-01,7.757000000000001,2.904,Århus,Denmark,57.05N,10.33E
1795-05-01,9.272,5.841,Århus,Denmark,57.05N,10.33E
1795-06-01,15.276,3.3810000000000002,Århus,Denmark,57.05N,10.33E
1795-07-01,15.971000000000002,4.313,Århus,Denmark,57.05N,10.33E
1795-08-01,16.532,3.0410000000000004,Århus,Denmark,57.05N,10.33E
1795-09-01,14.394,5.3629999999999995,Århus,Denmark,57.05N,10.33E
1795-10-01,10.285,4.86,Århus,Denmark,57.05N,10.33E
1795-11-01,3.246,3.093,Århus,Denmark,57.05N,10.33E
1795-12-01,1.899,4.248,Århus,Denmark,57.05N,10.33E
1796-01-01,5.096,4.168,Århus,Denmark,57.05N,10.33E
1796-02-01,1.265,1.724,Århus,Denmark,57.05N,10.33E
1796-03-01,0.07399999999999984,3.815,Århus,Denmark,57.05N,10.33E
1796-04-01,6.752000000000001,1.751,Århus,Denmark,57.05N,10.33E
1796-05-01,10.776,1.364,Århus,Denmark,57.05N,10.33E
1796-06-01,15.162,4.956,Århus,Denmark,57.05N,10.33E
1796-07-01,17.307000000000002,3.562,Århus,Denmark,57.05N,10.33E
1796-08-01,17.198,5.608,Århus,Denmark,57.05N,10.33E
1796-09-01,13.63,5.537999999999999,Århus,Denmark,57.05N,10.33E
1796-10-01,7.761,1.6119999999999999,Århus,Denmark,57.05N,10.33E
1796-11-01,2.759,3.803,Århus,Denmark,57.05N,10.33E
1796-12-01,-2.529,6.27,Århus,Denmark,57.05N,10.33E
1797-01-01,1.033,9.253,Århus,Denmark,57.05N,10.33E
1797-02-01,3.822000000000001,2.9019999999999997,Århus,Denmark,57.05N,10.33E
1797-03-01,2.378,2.353,Århus,Denmark,57.05N,10.33E
1797-04-01,6.669,4.312,Århus,Denmark,57.05N,10.33E
1797-05-01,11.615,3.39,Århus,Denmark,57.05N,10.33E
1797-06-01,14.782,2.659,Århus,Denmark,57.05N,10.33E
1797-07-01,18.225,2.97,Århus,Denmark,57.05N,10.33E
1797-08-01,17.177999999999994,3.38,Århus,Denmark,57.05N,10.33E
1797-09-01,14.594000000000001,5.0089999999999995,Århus,Denmark,57.05N,10.33E
1797-10-01,8.28,2.858,Århus,Denmark,57.05N,10.33E
1797-11-01,3.283,4.0569999999999995,Århus,Denmark,57.05N,10.33E
1797-12-01,1.834,4.15,Århus,Denmark,57.05N,10.33E
1798-01-01,-0.28500000000000003,2.0869999999999997,Århus,Denmark,57.05N,10.33E
1798-02-01,1.318,2.739,Århus,Denmark,57.05N,10.33E
1798-03-01,1.431,2.291,Århus,Denmark,57.05N,10.33E
1798-04-01,7.731999999999998,1.557,Århus,Denmark,57.05N,10.33E
1798-05-01,13.962,5.321000000000001,Århus,Denmark,57.05N,10.33E
1798-06-01,16.965,3.07,Århus,Denmark,57.05N,10.33E
1798-07-01,18.586,3.552,Århus,Denmark,57.05N,10.33E
1798-08-01,17.677,6.882000000000001,Århus,Denmark,57.05N,10.33E
1798-09-01,13.876,4.228,Århus,Denmark,57.05N,10.33E
1798-10-01,9.243,3.611,Århus,Denmark,57.05N,10.33E
1798-11-01,3.588,3.863,Århus,Denmark,57.05N,10.33E
1798-12-01,-2.448,3.853,Århus,Denmark,57.05N,10.33E
1799-01-01,-1.886,3.37,Århus,Denmark,57.05N,10.33E
1799-02-01,-6.2120000000000015,3.3310000000000004,Århus,Denmark,57.05N,10.33E
1799-03-01,-1.152,3.674,Århus,Denmark,57.05N,10.33E
1799-04-01,3.192,5.044,Århus,Denmark,57.05N,10.33E
1799-05-01,8.408999999999999,1.926,Århus,Denmark,57.05N,10.33E
1799-06-01,13.757,4.274,Århus,Denmark,57.05N,10.33E
1799-07-01,16.011000000000006,3.457,Århus,Denmark,57.05N,10.33E
1799-08-01,15.088,1.505,Århus,Denmark,57.05N,10.33E
1799-09-01,12.38,3.9210000000000003,Århus,Denmark,57.05N,10.33E
1799-10-01,7.721,3.0460000000000003,Århus,Denmark,57.05N,10.33E
1799-11-01,5.5459999999999985,2.46,Århus,Denmark,57.05N,10.33E
1799-12-01,-2.503,2.38,Århus,Denmark,57.05N,10.33E
1800-01-01,-3.167,2.315,Århus,Denmark,57.05N,10.33E
1800-02-01,-2.0709999999999997,5.42,Århus,Denmark,57.05N,10.33E
1800-03-01,-2.32,4.923,Århus,Denmark,57.05N,10.33E
1800-04-01,8.035,2.634,Århus,Denmark,57.05N,10.33E
1800-05-01,12.312999999999999,1.53,Århus,Denmark,57.05N,10.33E
1800-06-01,12.283,2.1180000000000003,Århus,Denmark,57.05N,10.33E
1800-07-01,15.297,2.437,Århus,Denmark,57.05N,10.33E
1800-08-01,16.249000000000002,3.3480000000000003,Århus,Denmark,57.05N,10.33E
1800-09-01,13.097000000000001,3.3310000000000004,Århus,Denmark,57.05N,10.33E
1800-10-01,8.687000000000001,3.661,Århus,Denmark,57.05N,10.33E
1800-11-01,5.093,3.217,Århus,Denmark,57.05N,10.33E
1800-12-01,1.305,3.1860000000000004,Århus,Denmark,57.05N,10.33E
1801-01-01,-0.061,2.147,Århus,Denmark,57.05N,10.33E
1801-02-01,-1.083,1.5319999999999998,Århus,Denmark,57.05N,10.33E
1801-03-01,3.039,1.911,Århus,Denmark,57.05N,10.33E
1801-04-01,6.813,2.084,Århus,Denmark,57.05N,10.33E
1801-05-01,14.027999999999999,2.782,Århus,Denmark,57.05N,10.33E
1801-06-01,14.264,3.111,Århus,Denmark,57.05N,10.33E
1801-07-01,17.125999999999998,4.39,Århus,Denmark,57.05N,10.33E
1801-08-01,15.906999999999998,2.958,Århus,Denmark,57.05N,10.33E
1801-09-01,13.751,2.001,Århus,Denmark,57.05N,10.33E
1801-10-01,9.256,2.418,Århus,Denmark,57.05N,10.33E
1801-11-01,4.126,2.364,Århus,Denmark,57.05N,10.33E
1801-12-01,-0.8909999999999999,6.2,Århus,Denmark,57.05N,10.33E
1802-01-01,-2.849,2.678,Århus,Denmark,57.05N,10.33E
1802-02-01,-0.040000000000000036,1.7380000000000002,Århus,Denmark,57.05N,10.33E
1802-03-01,2.983,2.825,Århus,Denmark,57.05N,10.33E
1802-04-01,7.138,2.7489999999999997,Århus,Denmark,57.05N,10.33E
1802-05-01,9.179,2.531,Århus,Denmark,57.05N,10.33E
1802-06-01,13.950999999999999,2.355,Århus,Denmark,57.05N,10.33E
1802-07-01,14.725999999999999,2.463,Århus,Denmark,57.05N,10.33E
1802-08-01,17.005,2.485,Århus,Denmark,57.05N,10.33E
1802-09-01,12.669,3.7089999999999996,Århus,Denmark,57.05N,10.33E
1802-10-01,9.899,4.518,Århus,Denmark,57.05N,10.33E
1802-11-01,3.652,2.9930000000000003,Århus,Denmark,57.05N,10.33E
1802-12-01,1.1869999999999998,2.375,Århus,Denmark,57.05N,10.33E
1803-01-01,-5.092,5.582999999999999,Århus,Denmark,57.05N,10.33E
1803-02-01,-2.1630000000000003,4.018,Århus,Denmark,57.05N,10.33E
1803-03-01,1.3090000000000002,3.533,Århus,Denmark,57.05N,10.33E
1803-04-01,8.408,3.242,Århus,Denmark,57.05N,10.33E
1803-05-01,10.067,2.423,Århus,Denmark,57.05N,10.33E
1803-06-01,13.774,1.939,Århus,Denmark,57.05N,10.33E
1803-07-01,17.964000000000006,2.6710000000000003,Århus,Denmark,57.05N,10.33E
1803-08-01,17.041,3.2110000000000003,Århus,Denmark,57.05N,10.33E
1803-09-01,11.388,1.525,Århus,Denmark,57.05N,10.33E
1803-10-01,7.495,3.807,Århus,Denmark,57.05N,10.33E
1803-11-01,2.918,3.3280000000000003,Århus,Denmark,57.05N,10.33E
1803-12-01,-1.1079999999999999,3.815,Århus,Denmark,57.05N,10.33E
1804-01-01,1.018,5.836,Århus,Denmark,57.05N,10.33E
1804-02-01,-2.302,2.6260000000000003,Århus,Denmark,57.05N,10.33E
1804-03-01,-1.0900000000000003,5.007,Århus,Denmark,57.05N,10.33E
1804-04-01,4.541,2.762,Århus,Denmark,57.05N,10.33E
1804-05-01,12.341,1.808,Århus,Denmark,57.05N,10.33E
1804-06-01,15.290999999999999,1.473,Århus,Denmark,57.05N,10.33E
1804-07-01,17.275000000000002,3.798,Århus,Denmark,57.05N,10.33E
1804-08-01,16.555999999999994,2.434,Århus,Denmark,57.05N,10.33E
1804-09-01,14.472999999999999,5.272,Århus,Denmark,57.05N,10.33E
1804-10-01,9.109,2.575,Århus,Denmark,57.05N,10.33E
1804-11-01,1.336,5.529,Århus,Denmark,57.05N,10.33E
1804-12-01,-3.3,5.153,Århus,Denmark,57.05N,10.33E
1805-01-01,-3.25,2.76,Århus,Denmark,57.05N,10.33E
1805-02-01,-2.755,3.1660000000000004,Århus,Denmark,57.05N,10.33E
1805-03-01,1.3769999999999998,2.295,Århus,Denmark,57.05N,10.33E
1805-04-01,4.67,4.063,Århus,Denmark,57.05N,10.33E
1805-05-01,8.747,1.733,Århus,Denmark,57.05N,10.33E
1805-06-01,12.2,3.07,Århus,Denmark,57.05N,10.33E
1805-07-01,16.192999999999998,2.496,Århus,Denmark,57.05N,10.33E
1805-08-01,15.7,2.509,Århus,Denmark,57.05N,10.33E
1805-09-01,13.949000000000002,3.625,Århus,Denmark,57.05N,10.33E
1805-10-01,4.926,2.439,Århus,Denmark,57.05N,10.33E
1805-11-01,2.502,3.161,Århus,Denmark,57.05N,10.33E
1805-12-01,0.933,2.002,Århus,Denmark,57.05N,10.33E
1806-01-01,0.7509999999999999,2.237,Århus,Denmark,57.05N,10.33E
1806-02-01,0.491,4.516,Århus,Denmark,57.05N,10.33E
1806-03-01,0.5679999999999998,3.023,Århus,Denmark,57.05N,10.33E
1806-04-01,3.359,4.467,Århus,Denmark,57.05N,10.33E
1806-05-01,11.633,2.1919999999999997,Århus,Denmark,57.05N,10.33E
1806-06-01,12.975999999999999,2.18,Århus,Denmark,57.05N,10.33E
1806-07-01,15.332,2.0140000000000002,Århus,Denmark,57.05N,10.33E
1806-08-01,16.52,2.5660000000000003,Århus,Denmark,57.05N,10.33E
1806-09-01,14.368,3.1060000000000003,Århus,Denmark,57.05N,10.33E
1806-10-01,8.339,0.966,Århus,Denmark,57.05N,10.33E
1806-11-01,4.8439999999999985,1.6780000000000002,Århus,Denmark,57.05N,10.33E
1806-12-01,3.8,3.025,Århus,Denmark,57.05N,10.33E
1807-01-01,0.3489999999999999,2.865,Århus,Denmark,57.05N,10.33E
1807-02-01,0.509,5.822,Århus,Denmark,57.05N,10.33E
1807-03-01,-0.14300000000000024,5.542000000000001,Århus,Denmark,57.05N,10.33E
1807-04-01,4.406000000000001,2.975,Århus,Denmark,57.05N,10.33E
1807-05-01,10.675999999999998,2.055,Århus,Denmark,57.05N,10.33E
1807-06-01,14.113,1.6119999999999999,Århus,Denmark,57.05N,10.33E
1807-07-01,17.698,4.4319999999999995,Århus,Denmark,57.05N,10.33E
1807-08-01,19.344,2.886,Århus,Denmark,57.05N,10.33E
1807-09-01,10.935,1.339,Århus,Denmark,57.05N,10.33E
1807-10-01,8.033999999999999,1.8230000000000002,Århus,Denmark,57.05N,10.33E
1807-11-01,2.968,3.076,Århus,Denmark,57.05N,10.33E
1807-12-01,1.262,2.238,Århus,Denmark,57.05N,10.33E
1808-01-01,0.04099999999999998,3.46,Århus,Denmark,57.05N,10.33E
1808-02-01,-1.828,2.529,Århus,Denmark,57.05N,10.33E
1808-03-01,-1.0260000000000002,6.461,Århus,Denmark,57.05N,10.33E
1808-04-01,3.312,2.044,Århus,Denmark,57.05N,10.33E
1808-05-01,12.482000000000001,4.914,Århus,Denmark,57.05N,10.33E
